page,text,left,top,width,height
10,S/TLC,1440,477,26,70
10,3-82,1440,230,24,65
11,THE BOOK COLLECTOR,408,119,283,16
11,host of illustrious names. In the Norwegian section was a very nice signed,150,188,799,31
11,"copy of Heyerdahl's Kon-Tiki Ekspedisjonen, Oslo 1948, for Kr. 7,500.",151,225,764,31
11,"From BENNETT & KERR came 'Aelfric to Wyclif', the library of Anne",174,261,775,31
11,"Hudson, one time Professor of Medieval English at Oxford. This was an",150,297,799,31
11,astonishing collection. The best idea that can be given of its depth is by,150,333,799,32
11,enumerating the number of entries for some titles or subjects: Aquinas,151,370,799,31
11,"merging into Aristotle (21), Jan Hus (27), Middle English Texts (32),",151,406,797,31
11,"Studies in Church History (56), William of Ockham (19), John Wyclif",151,441,803,31
11,(31). There will be those to whom this represents the pabulum of the,152,477,798,32
11,"gods. With 1,768 items, the table is groaning.",151,514,500,31
11,JONATHAN HILL'S catalogue 240 is masterly. In it may be found 'The,172,550,778,31
11,"First Japanese Book on the Camera, the Telegraph & the Steam Engine'",151,586,798,31
11,"(Kagoshima 1854, $3,750); two books of hand-painted illustrations",152,622,797,31
11,"of kimonos (1820 and 1810, $4,000 and $3,500), a Ming woodblock",151,659,799,31
11,"banknote c.1400 ($12,500) and 'A Rare & Early Jesuit Imprint in Beijing;",151,694,798,32
11,"the First Printed Statement in China that the Earth is Round' (Beijing,",151,731,797,31
11,"c.1614, $65,000). The notion that by merely reading the catalogue one",151,766,798,32
11,can absorb its knowledge is one of its pleasures; the design by Jerry Kelly,151,803,799,31
11,"is another, better-founded.",150,839,299,27
11,170,531,1606,37,18
12,Focus on what you can change: It may feel like your illness controls your life. Long Covid has,174,110,1309,35
12,probably affected your body and your ability to do things the way you used to. This can make you feel,173,148,1380,35
12,"like your illness controls your life. However, although you might struggle to control the effect of Long",173,185,1354,35
12,"Covid on your body, you still have control over how you want to live your life. It might take some",173,222,1251,34
12,"adjustments but it is in your control. For example, you might not be able to stop from feeling tired when",173,259,1321,35
12,"going out. However, you can continue to go out by making sure you take regular breaks or do activities that",172,295,1380,36
12,do not need any physical activity.,172,334,431,31
12,Try to do things that make you happy: People like different activities. It depends on their fitness,171,385,1364,36
12,levels and what they are interested in. Think of the things you enjoy doing and put them in your diary.,173,423,1369,35
12,"Put off your worry: It may feel that worry controls your life, and that you can't stop yourself from",174,476,1316,35
12,"worrying. We will often try to push our thoughts away, but this usually does not work, as our worries",172,514,1365,35
12,seem to always return. Try to put off your worry rather than pushing it away. This can help you feel more in,172,550,1353,35
12,"control over your worry, instead of your worry being in control of you. Please look at page 44 to learn how to",172,587,1397,35
12,put off worry.,173,626,182,31
12,Problem-solving: It is possible that a lot of stressful things have happened to you because of Covid-19. For,170,677,1372,35
12,"example: dealing with your work, house, money, illness. Such things may have made you worry about the",172,714,1374,35
12,"future. Learning good problem-solving skills can help you find solutions to your problems, lessen worry,",172,751,1382,35
12,and get some control back over your life. Please look at page 45 to learn skills on problem solving.,172,789,1259,35
12,Try not to hold back thoughts and feelings: You may feel snowed under with your emotions.,171,842,1335,35
12,Some of us may try to avoid our thoughts and feelings because we are afraid we will not be able,172,878,1292,35
12,to,1473,882,27,23
12,"managethem. But if we do that, we worry more. Remember, that we all have emotions, and we have the right",172,915,1399,36
12,"to feel them, whether other people believe it's right or not. Emotions are normal, and they will become less",171,952,1352,35
12,"strong if we accept them and talk about them, instead of pushing them away.",172,990,986,34
12,"In the following sections, you can find some helpful tips to manage your emotions. Feel free to read",116,1040,1349,35
12,through them and pick the one's you like the most.,116,1078,674,33
12,Long Covid Workbook 43,1218,2229,323,29
13,FLIGHT PLAN,119,956,46,315
13,MCC-H,172,1797,25,100
13,2153 CST,162,1595,25,122
13,NOTES,171,256,26,104
13,49:00,209,1593,23,76
13,DAP LOAD STATUS,229,264,26,226
13,(21101) ( 1111),257,281,35,207
13,:20,394,1592,23,41
13,:40,578,1593,23,41
13,S,727,1509,22,13
13,50:00,764,1592,23,75
13,T,757,1508,22,14
13,REST PERIOD,753,921,25,169
13,D,788,1508,21,14
13,(8 HOURS),782,940,31,131
13,PTC,771,586,24,42
13,N,820,1508,21,15
13,:20,950,1591,24,40
13,:40,1134,1589,23,41
13,51:00,1319,1590,23,74
13,MISSION,1364,1631,24,132
13,EDITION,1363,1403,24,124
13,DATE,1361,1132,24,76
13,TIME,1360,798,24,70
13,DAY/REV,1359,437,26,138
13,PAGE,1361,274,25,84
13,APOLLO 17,1405,1629,24,136
13,FINAL (12/6),1403,1379,30,177
13,10/23/72,1402,1121,28,120
13,49:00 - 51:00,1402,721,25,199
13,3/TLC,1403,462,26,75
13,3-48,1403,293,23,59
13,FLIGHT PLANNING BRANCH,1440,802,30,427
14,THE BOOK COLLECTOR,409,120,283,15
14,"However, library catalogues in this period served just as much to",150,173,799,32
14,advance the fundraising needs of their relatively fledgling institu-,151,210,798,32
14,"tions as they did to connect books and readers, especially critical",151,248,798,32
14,since these institutions did not generally have funds available for,150,284,799,33
14,the purchase of books and were completely reliant on donations.,151,323,796,32
14,The deployment of early library catalogues for fundraising has been,150,360,799,32
14,"little studied. In this article, I shall try to explore how they came to",150,398,798,32
14,"serve this function in the early 18th century, focusing on the case of",151,435,803,32
14,Harvard's 1723 catalogue.,151,473,307,32
14,Many objects circulating in the early 18th-century world of,178,509,775,33
14,"print, and particularly in libraries, were intended to recognise or",151,548,798,32
14,encourage philanthropy. Manuscript benefaction registers existed,151,585,798,33
14,at many Oxford and Cambridge college libraries in the 17th and,151,623,798,32
14,"18th centuries, inspired by the example set by Thomas Bodley, who",153,660,795,32
14,began to prepare a 'publike Register' more than two years before,151,697,798,33
14,the opening of the Bodleian Library on 8 November 1602 to record,151,735,798,32
14,"three kinds of gifts: 'one in bookes alone, an other in mony, and a",151,773,799,32
14,third in bothe'. The sumptuous bindings and elaborate illustra-,151,809,798,33
14,tions of surviving registers suggest that their chief purpose was to,151,848,798,32
14,encourage gifts from prospective patrons. A particularly elaborate,150,885,799,32
14,"example from The Queen's College, Oxford, bound at the work-",151,922,798,33
14,"shop of the great Restoration bookbinder Samuel Mearne, was",151,959,798,33
14,"silver-embossed, with finely prepared calfskin used for its leaves. 4",151,997,799,33
14,"(N[ew] London [CT] : Printed by T. Green, 1743). The only other American college li-",151,1063,797,26
14,brary catalogue printed before the American Revolution was Princeton's: A Catalogue,151,1093,800,25
14,of Books in the Library of the College of New-Jersey (Woodbridge [NJ] Printed by James,150,1121,799,26
14,"Parker, 1760). All three have been reprinted in modern facsimile editions with intro-",151,1150,798,26
14,"ductions: W. H. Bond and Hugh Amory, eds, The Printed Catalogues of the Harvard",150,1181,801,25
14,"College Library, 1723-1790 (Boston: Colonial Society of Massachusetts, 1996) James E.",152,1210,796,26
14,"Mooney, ed., Eighteenth-Century Catalogues of the Yale College Library (New Haven:",151,1238,796,26
14,"Yale University, 2001) Julian P. Boyd, ed., A Catalogue of Books in the Library of the",151,1267,799,25
14,"College of New Jersey (Princeton : Princeton University Library, 1949).",152,1296,650,26
14,"3. G. W. Wheeler, ed., Letters of Sir Thomas Bodley to Thomas James (Oxford: Clarendon",150,1325,799,26
14,"Press, 1926), pp- 32, 6in.",150,1357,226,25
14,"4. Jonathan B. Bengtson, 'Benefaction Registers in Oxford Libraries', Library History",150,1385,800,26
14,"16 (2000), pp. 143-52; Bengtson, Treasures of The Queen's College Library, Oxford",152,1414,799,26
14,"(Oxford: The Queen's College, 1999), p. .9; Charles Benson, 'Libraries in University",151,1443,798,25
14,"Towns', in Giles Mandelbrote and K. A. Manley, eds, The Cambridge History of",151,1471,804,25
14,"Libraries in Britain and Ireland: vol. II, 1640-1850 (Cambridge: Cambridge University",150,1500,799,26
14,"Press, 2006), pp. II3-14.",151,1531,227,25
14,64,537,1603,27,24
15,"This will let you see what activities are contributing to your PESE, and it may help you to find out what",116,112,1347,35
15,things are triggering it (bringing it on).,116,150,529,32
15,"If you can find triggers, and either cut them out completely, or reduce them to a manageable level, this",117,209,1401,35
15,should help to improve your symptoms and energy levels.,117,245,769,35
15,Build in rest periods,118,308,287,31
15,The level of activity/rest that you can manage without making your symptoms worse is known as your,116,360,1382,35
15,"baseline activity. Finding this will take time, but it will let you gradually manage to do a little bit more of",117,396,1406,35
15,the activities you managed to do before you had Covid-19.,116,435,778,33
15,Please also see the sections on pacing.,118,484,515,32
15,Self-monitoring activity,117,550,343,31
15,"The Workwell Foundation advises that if you have PESE, you should have a maximum heart rate of 15",116,600,1364,35
15,"beats per minute above your normal resting heart rate, when you are doing any activity.",117,638,1177,34
15,"This means that if your heart rate climbs to 15 beats higher than your resting heart rate, you should stop",116,686,1412,35
15,the activity to prevent PESE. A heart rate monitor may help you to keep an eye on this at home.,116,724,1277,34
15,This is because above this rate your body naturally starts to use the method of creating energy without,116,772,1390,34
15,oxygen. This means that your energy will run out faster.,117,809,748,33
15,How to calculate resting heart rate:,118,871,504,32
15,Rest for 10 minutes,173,924,259,26
15,Feel your pulse at the thumb side your wrist with 2 fingers,173,976,788,33
15,Count the number of beats for 30 seconds,172,1031,573,27
15,Multiply this by 2 to get the number of beats per minute,173,1083,761,33
15,Long Covid Workbook 19,1218,2229,323,29
16,10/23/72,435,197,130,27
16,vii,1382,198,46,25
16,LIST OF TABLES AND CHARTS,765,299,415,25
16,Linked Adobe Page No.,1193,315,406,37
16,Table,374,363,81,26
16,Page,1456,367,62,29
16,2-1 SUIT WEARING SCHEDULE,374,430,429,26
16,2-1,1455,432,43,25
16,45,1535,433,30,21
16,2-2 CREW BIOMED HARNESS WEARING SCHEDULE,373,495,680,26
16,2-2,1456,498,46,24
16,46,1534,499,30,21
16,2-3 SC COVERAGE BY STDN STATIONS USING,372,561,647,26
16,85 FT/210 FT DISH ANTENNA,488,594,414,29
16,2-3,1455,597,48,25
16,47,1535,595,30,21
16,2-4 APOLLO 17 TV SCHEDULE,372,660,429,26
16,2-6,1454,663,46,24
16,50,1534,664,29,21
16,"2-5 FUEL CELL PURGE, URINE DUMP AND WASTE WATER",372,728,797,29
16,DUMP SCHEDULE,485,761,215,25
16,2-7,1454,762,48,24
16,51,1532,763,25,21
16,2-6 BATTERY CHARGE SCHEDULE,371,826,462,25
16,2-8,1454,828,48,25
16,52,1534,828,29,21
16,2-7 LiOH CANISTER CHANGE SCHEDULE,370,892,561,26
16,2-9 53,1453,894,109,25
16,2-8 CSM RCS UNCOUPLED CONFIGURATION PERIODS,370,959,731,26
16,2-10 54,1453,961,110,25
16,2-9 CSM BURN/EVENT SCHEDULE,370,1025,460,27
16,2-11 55,1454,1027,109,25
16,2-10 APOLLO 17 DSEA SCHEDULE,370,1090,461,26
16,2-13 57,1452,1093,110,25
16,2-11 LM BURN/EVENT SCHEDULE,369,1156,446,27
16,2-14 58,1453,1159,110,25
16,2-12 APOLLO 17 RETURN TO EARTH BLOCK DATA SCHEDULE,369,1221,829,29
16,2-15 59,1452,1225,111,26
16,2-13 LANDMARK AND LANDING SITE DATA,368,1288,580,26
16,2-17 61,1451,1291,109,25
16,2-14 CRYO MANAGEMENT SCHEDULE,369,1342,479,29
16,2-18 62,1448,1354,115,24
16,2-15 LUNAR SOUNDER SCHEDULE,368,1392,447,28
16,2-19 63,1447,1405,117,24
16,2-16 APOLLO 17 FILM BUDGET,368,1441,431,28
16,2-21 65,1446,1453,117,25
16,"2-17 MC, LA, AND PC OPERATIONS",366,1491,496,31
16,2-25,1445,1503,63,24
16,69,1535,1506,29,20
16,CHART,365,1562,82,26
16,2-1 LUNAR SOUNDER EMI TEST,366,1614,429,26
16,2-27 71,1445,1617,115,25
16,2-2 LUNAR SOUNDER HF MODE,367,1665,411,25
16,2-28 72,1446,1667,117,24
16,2-3 LUNAR SOUNDER VHF MODE,367,1714,428,25
16,2-29 73,1445,1716,117,24
16,2-4 LUNAR SOUNDER - RECEIVE ONLY (SEP ON),367,1762,675,32
16,2-30 74,1446,1766,117,25
16,2-5 LUNAR SOUNDER - RECEIVE ONLY (SEP OFF),366,1811,691,33
16,2-31 75,1446,1816,117,25
17,"04 | Lambeth 2030 Our Future, Our Lambeth",77,75,456,22
17,"Lambeth 2030 Our Future, Our Lambeth 05",2771,75,455,20
17,Forewords,164,430,777,113
17,Lambeth has long been,159,697,554,48
17,"It is this open heart and pioneering spirit, along",848,698,557,27
17,I am truly honoured and,1812,697,563,48
17,We know we face major challenges when it comes,2501,698,605,27
17,"with our geographical connectivity, our vibrant and",848,731,599,28
17,"to making these ambitions a reality, not least the",2501,730,574,28
17,the home of inspirational,154,753,591,47
17,imaginative business community and passionate,848,764,578,28
17,proud to share our vision,1811,754,591,47
17,"entrenched inequities that persist across Lambeth,",2502,764,601,27
17,creativity and audacious,156,809,579,47
17,voluntary sector that places Lambeth in an,848,797,508,28
17,for Lambeth by 2030.,1809,809,498,47
17,despite good progress made to change this. That,2502,797,591,28
17,unparalleled position in London.,849,830,378,27
17,is why we are tying all our ambitions together with a,2502,830,616,28
17,innovation.,156,865,260,38
17,determination to be a borough of equity and justice,2502,864,609,28
17,But we cannot take our residents for granted. What,849,897,613,28
17,This is the product of a series of fruitful conversations,1808,891,634,28
17,"one that is fairer for our Black, Asian and Multi-",2524,897,557,25
17,"From William Blake to Olive Morris, artists and",156,946,546,26
17,"came through in the hundreds of conversations,",849,931,569,27
17,"about the borough - what makes Lambeth unique,",1809,924,604,27
17,"Ethnic residents, our LGBTQ+ residents, our disabled",2502,930,636,27
17,"meetings, workshops and roundtables we have held",849,964,623,28
17,"what we want it to look and feel like by 2030, and",1808,958,592,27
17,"residents, for women and girls, our faith communities",2502,964,631,27
17,activists have pushed the boundaries of what is,156,980,564,27
17,"what matters most to all of us who live, work, and",1808,992,594,25
17,possible and changed our borough for the better.,156,1013,585,28
17,"in developing Our Future, Our Lambeth, is that whilst",848,997,629,28
17,and those with lower socio-economic status. We,2502,998,582,23
17,"our communities are generous and tough, whilst",849,1031,575,28
17,visit the borough. That means that whilst the Council,1809,1024,626,28
17,will be relentless in our pursuit of more equitable,2502,1031,574,27
17,"We are a place of energy and ambition, a destination",154,1047,628,27
17,they possess incomparable levels of humanity and,848,1064,600,27
17,"has held the pen on the Borough Plan, it really does",1809,1057,616,28
17,for those who wish to make a difference. And we,155,1081,584,22
17,outcomes in all that we do together for Lambeth.,2503,1064,582,28
17,resilience their strength is not boundless.,849,1098,485,27
17,"belong to us all - residents, institutions, businesses,",1810,1091,615,28
17,"have long been a place of sanctuary, welcoming",156,1113,573,28
17,the voluntary and community sector - everyone who,1809,1125,625,27
17,Lambeth 2030 is a plan for everyone - it will bind us,2502,1130,618,28
17,communities from around the globe who have come,155,1147,624,27
17,It is incumbent upon us all to make the bold decisions,848,1165,642,27
17,has a stake in Lambeth.,1809,1157,285,23
17,to make Lambeth their home.,155,1180,353,23
17,"to work together, through cross-sector collaborations",2501,1165,634,27
17,"now, because the choices we make today will define",849,1198,626,28
17,"and brave conversations, to realise our 3 bold",2502,1198,545,25
17,the Lambeth we create for the next generation.,848,1230,559,28
17,"As Chief Executive of Lambeth Council, I am",1808,1224,533,25
17,ambitions. We have special ingredients in Lambeth,2503,1230,604,28
17,We also recognise that we are not an equal borough.,154,1247,631,27
17,We have faced exceptionally challenging times the,154,1281,617,29
17,"It is those challenges, both the ones we are grappling",848,1265,636,29
17,absolutely committed to improving the lives of every,1809,1257,617,28
17,"including world leading organisations, a vibrant",2523,1265,558,28
17,Lambeth resident - and I am determined not to leave,1809,1291,632,23
17,"devastating cuts to public services, austerity Britain,",156,1313,616,29
17,"with presently and the ones just around the corner,",848,1298,604,27
17,voluntary and community sector and passionate,2501,1298,574,27
17,"that Our Future, Our Lambeth seeks to address.",848,1331,573,25
17,"anyone behind. Lambeth faces distinct challenges,",1809,1325,603,27
17,"residents - which by working in partnership, can",2502,1331,575,27
17,"Brexit, the pandemic and the ongoing cost of living",157,1347,603,28
17,both now and in the future - and we know the,1810,1358,550,22
17,make a real difference.,2503,1365,267,22
17,crisis. The impacts are not felt equally and have,156,1381,564,27
17,We have a wonderful opportunity to transform,848,1398,549,27
17,impacts of these challenges are felt differently across,1809,1391,627,28
17,"exacerbated the chronic stresses of poverty, racism",156,1414,614,27
17,and reshape our neighbourhoods and equip our,849,1431,574,27
17,our diverse neighbourhoods and communities.,1809,1425,554,27
17,I want to thank you - our residents and partners -,2503,1430,594,28
17,and inequality that affect SO many in our community.,156,1447,619,27
17,communities to overcome future obstacles and,848,1465,561,22
17,for your involvement in shaping Lambeth 2030. | am,2501,1465,620,28
17,"enable us all to thrive. So, the Lambeth that we see",849,1497,612,26
17,"Collectively, we have to rise to these challenges and",1809,1492,617,28
17,continually struck by the pride people have for their,2503,1497,608,28
17,We saw during the coronavirus pandemic the,154,1514,542,27
17,"in 2030 is one that is healthier, safer and sustainable,",849,1531,629,25
17,be courageous to overcome them - not being afraid,1809,1525,620,27
17,local community and for Lambeth and share your,2502,1531,587,28
17,remarkable collective response of our borough when,155,1547,645,27
17,"the Council, businesses, voluntary and community",155,1580,601,28
17,and is active in tearing down deep-rooted inequalities.,848,1565,642,28
17,to do things differently to deliver greater impact for,1808,1558,600,28
17,passion and drive to be one of the best boroughs in,2503,1565,616,28
17,"ourselves, our friends, families and neighbours.",1810,1592,558,27
17,London. Lambeth 2030 is the first step towards our,2503,1598,615,27
17,organisations and residents came together as one,156,1614,597,27
17,"Our Future, Our Lambeth is the beginning of us",848,1631,563,28
17,future.,2502,1632,74,22
17,and carried us through the toughest of times. Our,156,1647,592,28
17,"taking that bold action, being brave in the face of an",848,1665,621,28
17,Lambeth 2030 is a vision for the best borough we can,1810,1657,644,28
17,partnership working and genuine collaboration is our,156,1681,626,28
17,"uncertain future, and, together, creating a more just",848,1698,611,27
17,be by 2030. That is a borough with social and climate,1809,1692,638,28
17,Let's do this together.,2503,1698,285,27
17,core strength. And what is unique about Lambeth,156,1714,592,27
17,and equitable Lambeth for us all.,848,1731,390,27
17,"justice at its heart. A borough that is safer, fit for the",1807,1725,615,28
17,is our diversity which forms the bedrock of that,155,1747,559,27
17,"future, and which everyone can have the opportunity",1809,1758,628,27
17,collective power.,155,1782,197,26
17,to call home.,1809,1792,152,22
17,We are the home of Windrush. We are home to,154,1846,564,24
17,London's largest LGBTQ+ community. We are home,157,1881,623,28
17,to the largest Portuguese-speaking community in,155,1914,588,28
17,London and increasingly are welcoming more of the,156,1947,616,28
17,Latin American community who are making Lambeth,156,1981,629,28
17,"their home. It is these foundations, being a place",155,2014,580,28
17,"of sanctuary and possessing a deeply welcoming,",155,2047,594,28
17,Bayo Dosunmu,2503,2033,196,28
17,Councillor Claire Holland,849,2057,316,23
17,Chief Executive - Lambeth Council,2503,2067,416,22
17,"collective, community spirit, an aspiring borough",156,2081,575,27
17,Leader of Lambeth Council,849,2090,324,23
17,"thirsty to achieve, which continues to see us through",156,2114,626,27
17,the challenges that are placed before us.,155,2147,485,27
18,LM FLIGHT PLAN,115,884,47,399
18,MCC-H,174,1824,27,98
18,1053 CST,161,1589,26,121
18,CDR,176,1191,26,62
18,LMP,176,721,26,58
18,NOTES,176,304,27,104
18,110:00,214,1594,25,89
18,(31022),240,1577,30,100
18,CABIN REGULATOR CHECK,223,1096,29,322
18,:05,397,1595,23,40
18,RATE GYRO TEST,503,731,27,214
18,-0:20,505,409,24,73
18,:10,581,1594,25,42
18,PREP FOR UNDOCKING,595,1145,26,274
18,REV 12,699,1580,25,90
18,: 15,766,1596,25,40
18,LM TIMELINE BOOK PAGE 1,843,826,28,349
18,-0:10,877,409,23,73
18,:20,951,1593,25,42
18,(22012),1060,1576,31,98
18,SET DAP,1062,1312,24,106
18,V06 N20,1093,1313,26,105
18,:25,1137,1595,23,40
18,P47 THRUST MONITOR,1184,1142,27,274
18,0,1217,1755,17,14
18,CSM/LM UNDOCKING & SEPARATION,1214,961,29,441
18,110:27,1216,394,26,90
18,110:30,1321,1594,25,88
18,"YAW LEFT 60°, PITCH UP 90°",1307,1024,31,394
18,MISSION,1363,1632,26,133
18,EDITION,1363,1400,26,125
18,DATE,1362,1134,25,78
18,TIME,1363,796,25,70
18,DAY/REV,1364,444,28,138
18,PAGE,1365,275,26,85
18,APOLLO 17,1409,1640,24,137
18,FINAL (12/6),1402,1379,31,179
18,10/23/72,1402,1114,27,121
18,110:00 - 110:30,1409,726,28,227
18,6/11-12,1401,456,25,108
18,3-112,1405,278,24,74
18,FLIGHT PLANNING BRANCH,1439,849,30,426
19,NEWS COMMENT,422,118,256,17
19,"ABA fairs and events. We offer heartfelt condolences to Sandy, John's",150,189,799,30
19,"widow, and family.",150,223,214,29
19,WILLIAM PATRICK 'RICK' WATSON has sent news of his impending,149,322,800,31
19,retirement after more than fifty years in the book trade (in part with,150,356,799,30
19,"Quaritch, but mostly by himself). A distinguished dealer in rare scientific",151,389,798,31
19,"books, his learned and elegant catalogues were always 'keepers' and have",150,422,800,30
19,become essential reference tools in their own right. His remaining books,151,456,799,30
19,have been consigned to Christie's.,150,490,368,29
19,The so-called SPETCHLEY BINDINGS - a magnificent pair of English,150,589,800,30
19,"embroidered bindings of crimson velvet, gold and sequins - have been",151,622,799,30
19,"added to the National Art Library, allocated to the V&A as part of the",150,656,799,31
19,"Acceptance in Lieu Scheme. Curator Catherine Yvard, writing for the",151,689,799,30
19,"V&A blog, explained: 'This set of two volumes, consisting of a Holy Bible",150,722,799,30
19,"(dated 1632, though actually 1633) and a Book of Common Prayer (1634)",151,756,797,30
19,"was probably commissioned for the Chapel Royal at Whitehall, which",150,789,799,31
19,was for the use of the King and his family; they are said to have been gift-,150,822,799,30
19,ed by Charles I to Sir Robert Berkeley of Spetchley (1584-1656). They,150,856,799,30
19,remained with the Berkeley family of Spetchley Park (Worcestershire),150,888,797,31
19,until 2022.' With fabulous embroidery including the royal arms and ci-,150,922,799,30
19,"pher, they are from the workshop of Edmund Harrison (1590-1667), the",150,956,799,31
19,"King's Embroiderer whose career spanned the reigns of James I, Charles I",150,989,800,31
19,and Charles II. The Spetchley Book of Common Prayer is now on display at,150,1022,800,30
19,the V&A's British Galleries (gallery 56 and online). Similar embroidered,150,1056,799,30
19,"bindings were given to royal courtiers and a slightly earlier example, also",150,1089,799,30
19,"a Book of Common Prayer bound in Harrison's embroidery, is preserved at",150,1122,799,31
19,the National Trust's Ham House in Surrey.,150,1156,468,29
19,"According to a dealer, Howard Mather, the well-known bibliophile",150,1255,799,32
19,Anthony Hobson used to get his butler to paste his distinctive bookplate,151,1289,799,31
19,"on his books and pamphlets, 'which makes it funnier when an occasional",151,1322,799,30
19,one is found upside-down on the rear endpaper'. No doubt members of,150,1356,803,30
19,"THE BOOKPLATE SOCIETY, which celebrated its 50th anniversary on 30",150,1389,800,30
19,"September 2022, will know of many other such anecdotes, concerning the",151,1422,799,30
19,"small, personalised marvels of design and print. Perhaps such anecdotes",150,1456,800,30
19,"will find their way into one of their future publications, all of which are",150,1489,799,30
19,"richly researched, attractive and affordable.",150,1522,470,30
19,143,532,1598,36,19
20,NOTES ON CONTRIBUTORS,162,175,777,35
20,NICOLAS BARKER was editor of The Book Collector between 1965 and 2015.,151,259,797,27
20,STEPHEN CLARKE is an honorary research fellow of the University of,150,308,803,30
20,Liverpool. He is the Chairman of Dr Johnson's House Trust and of the,150,346,799,29
20,Beckford Society. He has edited The Selected Letters of Horace Walpole for,151,384,798,29
20,"Everyman, (2017); his latest book, which The Book Collector published, is",150,422,799,29
20,"Lefty Lewis and the Waldegraves: Collecting, Obsession, Friendship.",151,459,702,29
20,VICTORIA DAILEY is deputy editor of The Book Collector.,150,509,610,29
20,JAY DILLON builds private libraries.,150,559,382,29
20,JAMES FLEMING is editor of The Book Collector.,150,608,503,26
20,MIRJAM FOOT is a former Director of Collections and Preservation at the,151,660,798,26
20,British Library and Emeritus Professor of Library and Archive Studies at,151,696,798,30
20,"University College, London. She has published extensively on the history",152,735,797,30
20,of bookbinding.,151,772,176,29
20,BASIE BALES GITLIN is Director of Development for Yale University,151,822,798,29
20,"Library and Yale Collections, Librarian of the Elizabethan Club, and Co-",151,860,798,29
20,Chair of Yale's Adrian Van Sinderen Book Collecting Prize.,151,897,654,29
20,NEIL GUTHRIE is a lawyer in Toronto. He is the author of The Material,151,946,799,29
